bg2010gj,bg2010ge,tr2020gj,tr2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G17009708658012,170978658012,G1700970865801,17097865801,1,1,1,1,1,1,1,1
G17009708658013,170978658013,G1700970865801,17097865801,1,1,1,1,1,1,1,1
G17009708658021,170978658021,G1700970865802,17097865802,1,1,1,1,1,1,1,1
G17009708658022,170978658022,G1700970864700,17097864700,0.0005816694,0.0012238282,0.0012102107,0.0011508883,0.0013376541,0.0013060755,0.0013384444,0.0013108809
G17009708658022,170978658022,G1700970864904,17097864904,0.0081860048,0.0105440038,0.0104267775,0.0112631416,0.0105117331,0.0103460203,0.0106872297,0.0045667868
G17009708658022,170978658022,G1700970865802,17097865802,0.9912323257,0.9882321679,0.9883630118,0.9875859701,0.9881506128,0.9883479041,0.9879743259,0.9941223323
G17009708660001,170978660001,G1700970860105,17097860105,0.0016620566,0,0,0,0,0,0,0
G17009708660001,170978660001,G1700970860106,17097860106,0.000373619,0,0,0,0,0,0,0
G17009708660001,170978660001,G1700970860400,17097860400,0.0002632263,0,0,0,0,0,0,0
G17009708660001,170978660001,G1700970866000,17097866000,0.9977010981,1,1,1,1,1,1,1
G17009708660002,170978660002,G1700970861604,17097861604,0.0006820073,0,0,0,0,0,0,0
G17009708660002,170978660002,G1700970866000,17097866000,0.9993179927,1,1,1,1,1,1,1
G17009708660003,170978660003,G1700970866000,17097866000,1,1,1,1,1,1,1,1
G17009708661001,170978661001,G1700970866100,17097866100,1,1,1,1,1,1,1,1
G17009708661002,170978661002,G1700970866100,17097866100,1,1,1,1,1,1,1,1
G17009708662001,170978662001,G1700970864601,17097864601,0.0006503603,0.0003995252,0.0004361725,0.0005713718,0.0004652543,0.0004473182,0.0005801246,0.0000717174
G17009708662001,170978662001,G1700970866200,17097866200,0.9993496397,0.9996004748,0.9995638275,0.9994286282,0.9995347457,0.9995526818,0.9994198754,0.9999282826
G17009708662002,170978662002,G1700970866200,17097866200,1,1,1,1,1,1,1,1
G17009708662003,170978662003,G1700970863500,17097863500,0.0004006351,0.0003028394,0.0002582379,0.0003530909,0.0003410629,0.0003085662,0.0003422307,0.0003259919
G17009708662003,170978662003,G1700970866200,17097866200,0.9995993649,0.9996971606,0.9997417621,0.9996469091,0.9996589371,0.9996914338,0.9996577693,0.9996740081
G17009709900000,170979900000,G1700970990000,17097990000,1,1,1,1,1,1,1,1
G17009909617011,170999617011,G1700990961701,17099961701,1,1,1,1,1,1,1,1
G17009909617012,170999617012,G1700990961701,17099961701,0.998414737,1,1,1,1,1,1,1
G17009909617012,170999617012,G1700990961702,17099961702,0.001585263,0,0,0,0,0,0,0
G17009909617013,170999617013,G1700990961701,17099961701,1,1,1,1,1,1,1,1
G17009909617021,170999617021,G1700990961702,17099961702,1,1,1,1,1,1,1,1
G17009909617022,170999617022,G1700990961702,17099961702,1,1,1,1,1,1,1,1
G17009909618001,170999618001,G1700990961800,17099961800,1,1,1,1,1,1,1,1
G17009909618002,170999618002,G1700990961800,17099961800,1,1,1,1,1,1,1,1
G17009909618003,170999618003,G1700990961800,17099961800,1,1,1,1,1,1,1,1
G17009909618004,170999618004,G1700990961800,17099961800,0.999956996,1,1,1,1,1,1,1
G17009909618004,170999618004,G1700990962100,17099962100,0.000043004,0,0,0,0,0,0,0
G17009909619001,170999619001,G1700990961900,17099961900,1,1,1,1,1,1,1,1
G17009909619002,170999619002,G1700990961900,17099961900,1,1,1,1,1,1,1,1
G17009909619003,170999619003,G1700990961900,17099961900,1,1,1,1,1,1,1,1
G17009909619004,170999619004,G1700990961900,17099961900,1,1,1,1,1,1,1,1
G17009909620001,170999620001,G1700990962000,17099962000,1,1,1,1,1,1,1,1
G17009909620002,170999620002,G1700990962000,17099962000,1,1,1,1,1,1,1,1
G17009909620003,170999620003,G1700990962000,17099962000,1,1,1,1,1,1,1,1
G17009909620004,170999620004,G1700990962000,17099962000,1,1,1,1,1,1,1,1
G17009909621001,170999621001,G1700990962100,17099962100,1,1,1,1,1,1,1,1
G17009909621002,170999621002,G1700990962100,17099962100,1,1,1,1,1,1,1,1
G17009909621003,170999621003,G1700990962100,17099962100,1,1,1,1,1,1,1,1
G17009909621004,170999621004,G1700990962100,17099962100,1,1,1,1,1,1,1,1
G17009909621005,170999621005,G1700990962100,17099962100,0.9992797727,0.9994865762,0.9996567225,0.9994653692,0.9994783457,0.9994972595,0.9995541046,0.9992098471
G17009909621005,170999621005,G1700990962900,17099962900,0.0007202273,0.0005134238,0.0003432775,0.0005346308,0.0005216543,0.0005027405,0.0004458954,0.0007901529
G17009909622001,170999622001,G1700990962200,17099962200,1,1,1,1,1,1,1,1
G17009909622002,170999622002,G1700990962200,17099962200,1,1,1,1,1,1,1,1
G17009909622003,170999622003,G1700990962200,17099962200,1,1,1,1,1,1,1,1
G17009909622003,170999622003,G1700990963600,17099963600,0,0,0,0,0,0,0,0
G17009909622004,170999622004,G1700990962200,17099962200,0.999489839,1,1,1,1,1,1,1
G17009909622004,170999622004,G1700990963300,17099963300,0.000510161,0,0,0,0,0,0,0
G17009909623001,170999623001,G1700990962300,17099962300,1,1,1,1,1,1,1,1
G17009909623002,170999623002,G1700990962300,17099962300,1,1,1,1,1,1,1,1
G17009909623003,170999623003,G1700990962300,17099962300,1,1,1,1,1,1,1,1
G17009909623004,170999623004,G1700990962300,17099962300,1,1,1,1,1,1,1,1
G17009909623005,170999623005,G1700990962300,17099962300,1,1,1,1,1,1,1,1
G17009909624001,170999624001,G1700990962400,17099962400,1,1,1,1,1,1,1,1
G17009909624002,170999624002,G1700990962400,17099962400,1,1,1,1,1,1,1,1
G17009909624003,170999624003,G1700630000200,17063000200,0.0002230535,0.000003341,0.0000046364,0.000006295,0.0000046226,0.0000043745,0.0000057782,0
G17009909624003,170999624003,G1700990962400,17099962400,0.9997769465,0.999996659,0.9999953636,0.999993705,0.9999953774,0.9999956255,0.9999942218,1
G17009909625001,170999625001,G1700990962500,17099962500,1,1,1,1,1,1,1,1
G17009909625002,170999625002,G1700990962500,17099962500,1,1,1,1,1,1,1,1
G17009909626001,170999626001,G1700990962300,17099962300,0.0001456662,0,0,0,0,0,0,0
G17009909626001,170999626001,G1700990962600,17099962600,0.9998543338,1,1,1,1,1,1,1
G17009909626002,170999626002,G1700990962600,17099962600,1,1,1,1,1,1,1,1
G17009909626003,170999626003,G1700990962600,17099962600,1,1,1,1,1,1,1,1
G17009909626004,170999626004,G1700990962600,17099962600,1,1,1,1,1,1,1,1
G17009909627001,170999627001,G1700990962700,17099962700,1,1,1,1,1,1,1,1
G17009909627002,170999627002,G1700990962700,17099962700,0.9939398971,1,1,1,1,1,1,1
G17009909627002,170999627002,G1700990962800,17099962800,0.0060601029,0,0,0,0,0,0,0
G17009909627003,170999627003,G1700990962700,17099962700,1,1,1,1,1,1,1,1
G17009909628001,170999628001,G1700990962800,17099962800,1,1,1,1,1,1,1,1
G17009909628002,170999628002,G1700990962800,17099962800,1,1,1,1,1,1,1,1
G17009909628003,170999628003,G1700990962800,17099962800,1,1,1,1,1,1,1,1
G17009909628004,170999628004,G1700990962700,17099962700,0.0099349008,0,0,0,0,0,0,0
G17009909628004,170999628004,G1700990962800,17099962800,0.9900650992,1,1,1,1,1,1,1
G17009909629001,170999629001,G1700990962900,17099962900,1,1,1,1,1,1,1,1
G17009909629002,170999629002,G1700990962900,17099962900,1,1,1,1,1,1,1,1
G17009909629003,170999629003,G1700990962900,17099962900,1,1,1,1,1,1,1,1
G17009909629004,170999629004,G1700990962900,17099962900,1,1,1,1,1,1,1,1
G17009909630001,170999630001,G1700990963000,17099963000,0.9997313021,1,1,1,1,1,1,1
G17009909630001,170999630001,G1700990963100,17099963100,0.0002686979,0,0,0,0,0,0,0
G17009909630002,170999630002,G1700990963000,17099963000,1,1,1,1,1,1,1,1
G17009909630003,170999630003,G1700990963000,17099963000,1,1,1,1,1,1,1,1
G17009909630004,170999630004,G1700990963000,17099963000,1,1,1,1,1,1,1,1
G17009909631001,170999631001,G1700990963100,17099963100,1,1,1,1,1,1,1,1
G17009909631002,170999631002,G1700990963100,17099963100,1,1,1,1,1,1,1,1
G17009909631003,170999631003,G1700990963100,17099963100,1,1,1,1,1,1,1,1
G17009909631004,170999631004,G1700990963100,17099963100,1,1,1,1,1,1,1,1
G17009909632001,170999632001,G1700990963200,17099963200,1,1,1,1,1,1,1,1
G17009909632002,170999632002,G1700990963200,17099963200,1,1,1,1,1,1,1,1
G17009909632003,170999632003,G1700990963200,17099963200,1,1,1,1,1,1,1,1
G17009909633001,170999633001,G1700990963300,17099963300,1,1,1,1,1,1,1,1
G17009909633002,170999633002,G1700990963300,17099963300,1,1,1,1,1,1,1,1
G17009909633003,170999633003,G1700990963300,17099963300,1,1,1,1,1,1,1,1
G17009909634001,170999634001,G1700990963400,17099963400,1,1,1,1,1,1,1,1
G17009909634002,170999634002,G1700990963400,17099963400,1,1,1,1,1,1,1,1
G17009909634003,170999634003,G1700990963400,17099963400,1,1,1,1,1,1,1,1
G17009909634004,170999634004,G1700990963400,17099963400,1,1,1,1,1,1,1,1
G17009909635001,170999635001,G1700990963500,17099963500,1,1,1,1,1,1,1,1
G17009909635002,170999635002,G1700990963500,17099963500,1,1,1,1,1,1,1,1
G17009909635003,170999635003,G1700990963500,17099963500,1,1,1,1,1,1,1,1
G17009909635004,170999635004,G1700990963500,17099963500,1,1,1,1,1,1,1,1
G17009909636001,170999636001,G1700990963600,17099963600,1,1,1,1,1,1,1,1
G17009909636002,170999636002,G1700990962200,17099962200,0.0000085795,0,0,0,0,0,0,0
G17009909636002,170999636002,G1700990963600,17099963600,0.9999914205,1,1,1,1,1,1,1
G17009909636003,170999636003,G1700990963600,17099963600,1,1,1,1,1,1,1,1
G17009909637001,170999637001,G1700990963700,17099963700,1,1,1,1,1,1,1,1
G17009909637002,170999637002,G1700990963700,17099963700,1,1,1,1,1,1,1,1
G17009909637003,170999637003,G1700990963700,17099963700,1,1,1,1,1,1,1,1
G17009909637004,170999637004,G1700630000500,17063000500,0.0000009965,0,0,0,0,0,0,0
G17009909637004,170999637004,G1700990963700,17099963700,0.9999990035,1,1,1,1,1,1,1
G17009909637005,170999637005,G1700990963700,17099963700,1,1,1,1,1,1,1,1
G17009909638001,170999638001,G1700990963800,17099963800,1,1,1,1,1,1,1,1
G17009909638002,170999638002,G1700990963800,17099963800,1,1,1,1,1,1,1,1
G17009909638003,170999638003,G1700990963800,17099963800,1,1,1,1,1,1,1,1
G17009909638004,170999638004,G1700990963800,17099963800,1,1,1,1,1,1,1,1
G17009909639001,170999639001,G1700990963800,17099963800,0.0205249856,0.0015940255,0.0021656354,0.0020773205,0.0017687331,0.0016272344,0.0018958071,0.0013947723
G17009909639001,170999639001,G1700990963900,17099963900,0.9794750144,0.9984059745,0.9978343646,0.9979226795,0.9982312669,0.9983727656,0.9981041929,0.9986052277
G17009909639002,170999639002,G1700990963900,17099963900,1,1,1,1,1,1,1,1
G17009909639003,170999639003,G1700990963900,17099963900,1,1,1,1,1,1,1,1
G17009909639004,170999639004,G1700990963900,17099963900,1,1,1,1,1,1,1,1
G17009909639005,170999639005,G1700990963900,17099963900,0.9999948128,1,1,1,1,1,1,1
G17009909639005,170999639005,G1700990964100,17099964100,0.0000051872,0,0,0,0,0,0,0
G17009909640001,170999640001,G1700990964000,17099964000,1,1,1,1,1,1,1,1
G17009909640002,170999640002,G1700990964000,17099964000,1,1,1,1,1,1,1,1
G17009909640003,170999640003,G1700990964000,17099964000,1,1,1,1,1,1,1,1
G17009909641001,170999641001,G1700990964100,17099964100,1,1,1,1,1,1,1,1
G17009909641002,170999641002,G1700990964100,17099964100,1,1,1,1,1,1,1,1
G17009909641003,170999641003,G1700990964100,17099964100,0.9999597646,0.9966143326,0.9957081221,0.9981517192,0.9931150192,0.9927923423,0.9931927121,0.9926854754
G17009909641003,170999641003,G1701230961100,17123961100,0.0000402354,0.0033856674,0.0042918779,0.0018482808,0.0068849808,0.0072076577,0.0068072879,0.0073145246
G17009909641004,170999641004,G1700990964100,17099964100,1,1,1,1,1,1,1,1
G17009909642001,170999642001,G1700990964200,17099964200,1,1,1,1,1,1,1,1
G17009909642002,170999642002,G1700990964200,17099964200,1,1,1,1,1,1,1,1
G17009909642003,170999642003,G1700990964200,17099964200,1,1,1,1,1,1,1,1
G17009909642004,170999642004,G1700990964200,17099964200,1,1,1,1,1,1,1,1
G17009909643001,170999643001,G1700990964300,17099964300,1,1,1,1,1,1,1,1
G17009909643002,170999643002,G1700990964300,17099964300,1,1,1,1,1,1,1,1
G17009909643003,170999643003,G1700990964300,17099964300,1,1,1,1,1,1,1,1
G17009909643004,170999643004,G1700990964300,17099964300,1,1,1,1,1,1,1,1
G17010108807001,171018807001,G1701010880700,17101880700,0.9999993656,1,1,1,1,0.9999988074,1,1
G17010108807001,171018807001,G1701010880800,17101880800,0.0000006344,0,0,0,0,0.0000011926,0,0
G17010108807002,171018807002,G1701010880700,17101880700,1,1,1,1,1,1,1,1
G17010108807003,171018807003,G1701010880700,17101880700,1,1,1,1,1,1,1,1
G17010108807004,171018807004,G1701010880700,17101880700,0.9885020678,0.8056234719,0.7902973396,0.7984189723,0.7934131737,0.7978142077,0.7941176471,0.7857142857
G17010108807004,171018807004,G1701010881000,17101881000,0.0000461937,0,0,0,0,0,0,0
G17010108807004,171018807004,G1701010881100,17101881100,0.0114517385,0.1943765281,0.2097026604,0.2015810277,0.2065868263,0.2021857923,0.2058823529,0.2142857143
G17010108808001,171018808001,G1701010880800,17101880800,1,1,1,1,1,1,1,1
G17010108808002,171018808002,G1701010880800,17101880800,1,1,1,1,1,1,1,1
G17010108808003,171018808003,G1701010880800,17101880800,1,1,1,1,1,1,1,1
G17010108808004,171018808004,G1701010880800,17101880800,1,1,1,1,1,1,1,1
G17010108808005,171018808005,G1701010880800,17101880800,1,1,1,1,1,1,1,1
G17010108809001,171018809001,G1701010880900,17101880900,1,1,1,1,1,1,1,1
G17010108809002,171018809002,G1701010880900,17101880900,1,1,1,1,1,1,1,1
G17010108809003,171018809003,G1701010880900,17101880900,1,1,1,1,1,1,1,1
G17010108810001,171018810001,G1701010881000,17101881000,0.9564323361,0.8595600677,0.8353726363,0.8947368421,0.795620438,0.8068181818,0.9028340081,0.707641196
G17010108810001,171018810001,G1701010881100,17101881100,0.0435676639,0.1404399323,0.1646273637,0.1052631579,0.204379562,0.1931818182,0.0971659919,0.292358804
G17010108810002,171018810002,G1701010880700,17101880700,0.3465765343,0.0180505415,0.0218978102,0.0291666667,0.0172839506,0.0153508772,0.027027027,0
G17010108810002,171018810002,G1701010881000,17101881000,0.6534234657,0.9819494585,0.9781021898,0.9708333333,0.9827160494,0.9846491228,0.972972973,1
G17010108811001,171018811001,G1701010881100,17101881100,1,1,1,1,1,1,1,1
G17010108811002,171018811002,G1701010881100,17101881100,1,1,1,1,1,1,1,1
G17010108811003,171018811003,G1701010881100,17101881100,1,1,1,1,1,1,1,1
G17010108811004,171018811004,G1701010880700,17101880700,0.0003065494,0,0,0,0,0,0,0
G17010108811004,171018811004,G1701010881100,17101881100,0.9996934506,1,1,1,1,1,1,1
G17010300001001,171030001001,G1701030000100,17103000100,1,1,1,1,1,1,1,1
G17010300001002,171030001002,G1701030000100,17103000100,1,1,1,1,1,1,1,1
G17010300001003,171030001003,G1701030000100,17103000100,1,1,1,1,1,1,1,1
G17010300001004,171030001004,G1701030000100,17103000100,0.999999831,0.9999999539,0.9999999717,0.9999999701,0.9999999771,0.9999999787,0.9999999727,1
G17010300001004,171030001004,G1701410961100,17141961100,0.000000169,0.0000000461,0.0000000283,0.0000000299,0.0000000229,0.0000000213,0.0000000273,0
G17010300002001,171030002001,G1701030000200,17103000200,1,1,1,1,1,1,1,1
G17010300002002,171030002002,G1701030000200,17103000200,1,1,1,1,1,1,1,1
G17010300002003,171030002003,G1701030000200,17103000200,0.9949420355,1,1,1,1,0.9976958525,1,1
G17010300002003,171030002003,G1701030000400,17103000400,0,0,0,0,0,0,0,0
G17010300002003,171030002003,G1701410961301,17141961301,0.0009739208,0,0,0,0,0,0,0
G17010300002003,171030002003,G1701410961500,17141961500,0.0040840437,0,0,0,0,0.0023041475,0,0
G17010300002004,171030002004,G1701030000200,17103000200,1,1,1,1,1,1,1,1
G17010300003001,171030003001,G1701030000300,17103000300,1,1,1,1,1,1,1,1
G17010300003002,171030003002,G1701030000300,17103000300,1,1,1,1,1,1,1,1
G17010300003003,171030003003,G1701030000300,17103000300,1,1,1,1,1,1,1,1
G17010300003004,171030003004,G1701030000300,17103000300,1,1,1,1,1,1,1,1
G17010300003005,171030003005,G1701030000300,17103000300,1,1,1,1,1,1,1,1
G17010300004001,171030004001,G1701030000400,17103000400,1,1,1,1,1,1,1,1
G17010300004002,171030004002,G1701030000400,17103000400,0.9999758241,1,1,1,1,1,1,1
G17010300004002,171030004002,G1701410961500,17141961500,0.0000241759,0,0,0,0,0,0,0
G17010300004003,171030004003,G1701030000400,17103000400,1,1,1,1,1,1,1,1
G17010300004004,171030004004,G1701030000400,17103000400,1,1,1,1,1,1,1,1
G17010300004005,171030004005,G1701030000400,17103000400,1,1,1,1,1,1,1,1
G17010300004006,171030004006,G1701030000400,17103000400,1,1,1,1,1,1,1,1
G17010300005001,171030005001,G1701030000500,17103000500,0.9999949003,0.9999927073,0.9999929421,0.999993033,0.9999912947,0.9999918001,0.9999919271,0.9999856904
G17010300005001,171030005001,G1701410961500,17141961500,0.0000050997,0.0000072927,0.0000070579,0.000006967,0.0000087053,0.0000081999,0.0000080729,0.0000143096
G17010300005002,171030005002,G1701030000500,17103000500,1,1,1,1,1,1,1,1
G17010300005003,171030005003,G1701030000500,17103000500,1,1,1,1,1,1,1,1
G17010300005004,171030005004,G1701030000500,17103000500,1,1,1,1,1,1,1,1
G17010300006001,171030006001,G1701030000600,17103000600,1,1,1,1,1,1,1,1
G17010300006002,171030006002,G1701030000600,17103000600,1,1,1,1,1,1,1,1
G17010300006003,171030006003,G1701030000600,17103000600,1,1,1,1,1,1,1,1
G17010300006004,171030006004,G1701030000600,17103000600,1,1,1,1,1,1,1,1
G17010300007001,171030007001,G1701030000700,17103000700,1,1,1,1,1,1,1,1
G17010300007002,171030007002,G1701030000700,17103000700,1,1,1,1,1,1,1,1
G17010300007003,171030007003,G1701030000700,17103000700,1,1,1,1,1,1,1,1
G17010300008001,171030008001,G1701030000800,17103000800,1,1,1,1,1,1,1,1
G17010300008002,171030008002,G1701030000800,17103000800,1,1,1,1,1,1,1,1
G17010300008003,171030008003,G1701030000800,17103000800,1,1,1,1,1,1,1,1
G17010300008004,171030008004,G1701030000800,17103000800,1,1,1,1,1,1,1,1
G17010300009001,171030009001,G1701030000900,17103000900,1,1,1,1,1,1,1,1
G17010300009002,171030009002,G1701030000900,17103000900,1,1,1,1,1,1,1,1
G17010300009003,171030009003,G1701030000900,17103000900,1,1,1,1,1,1,1,1
G17010300009004,171030009004,G1701030000900,17103000900,1,1,1,1,1,1,1,1
G17010509601001,171059601001,G1701050960100,17105960100,1,1,1,1,1,1,1,1
G17010509601002,171059601002,G1701050960100,17105960100,0.9917519342,1,1,1,1,1,1,1
G17010509601002,171059601002,G1701050960200,17105960200,0.0082480658,0,0,0,0,0,0,0
G17010509601003,171059601003,G1701050960100,17105960100,1,1,1,1,1,1,1,1
G17010509601004,171059601004,G1701050960100,17105960100,1,1,1,1,1,1,1,1
G17010509602001,171059602001,G1701050960100,17105960100,0.0000468279,0.0020325203,0.0026490066,0.0035714286,0.0026109661,0.0023310023,0.0032679739,0
G17010509602001,171059602001,G1701050960200,17105960200,0.9999531721,0.9979674797,0.9973509934,0.9964285714,0.9973890339,0.9976689977,0.9967320261,1
G17010509602002,171059602002,G1701050960200,17105960200,1,1,1,1,1,1,1,1
G17010509602003,171059602003,G1701050960200,17105960200,1,1,1,1,1,1,1,1
G17010509602004,171059602004,G1701050960200,17105960200,1,1,1,1,1,1,1,1
G17010509603001,171059603001,G1701050960300,17105960300,1,1,1,1,1,1,1,1
G17010509603002,171059603002,G1701050960300,17105960300,1,1,1,1,1,1,1,1
G17010509603003,171059603003,G1701050960300,17105960300,1,1,1,1,1,1,1,1
G17010509604001,171059604001,G1701050960400,17105960400,1,1,1,1,1,1,1,1
G17010509604002,171059604002,G1701050960400,17105960400,1,1,1,1,1,1,1,1
G17010509604003,171059604003,G1701050960400,17105960400,1,1,1,1,1,1,1,1
G17010509605001,171059605001,G1701050960500,17105960500,1,1,1,1,1,1,1,1
G17010509605002,171059605002,G1701050960500,17105960500,1,1,1,1,1,1,1,1
G17010509605003,171059605003,G1701050960500,17105960500,1,1,1,1,1,1,1,1
G17010509605004,171059605004,G1701050960500,17105960500,1,1,1,1,1,1,1,1
G17010509606001,171059606001,G1701050960600,17105960600,1,1,1,1,1,1,1,1
G17010509606002,171059606002,G1701050960600,17105960600,1,1,1,1,1,1,1,1
G17010509606003,171059606003,G1701050960600,17105960600,1,1,1,1,1,1,1,1
G17010509606004,171059606004,G1701050960600,17105960600,1,1,1,1,1,1,1,1
G17010509607001,171059607001,G1701050960700,17105960700,1,1,1,1,1,1,1,1
G17010509607002,171059607002,G1701050960700,17105960700,1,1,1,1,1,1,1,1
G17010509607003,171059607003,G1701050960700,17105960700,1,1,1,1,1,1,1,1
G17010509607004,171059607004,G1701050960700,17105960700,1,1,1,1,1,1,1,1
G17010509608001,171059608001,G1701050960800,17105960800,1,1,1,1,1,1,1,1
G17010509608002,171059608002,G1701050960800,17105960800,1,1,1,1,1,1,1,1
G17010509608003,171059608003,G1701050960800,17105960800,0.9998082148,0.9999954149,0.9999958883,0.9999965542,0.9999977499,0.9999978627,0.9999969043,1
G17010509608003,171059608003,G1701050961000,17105961000,0.0001917852,0.0000045851,0.0000041117,0.0000034458,0.0000022501,0.0000021373,0.0000030957,0
G17010509608004,171059608004,G1701050960800,17105960800,0.9907696852,0.9984138182,0.9984993719,0.9982995324,0.9988006397,0.9988516434,0.9984967578,0.9997305515
G17010509608004,171059608004,G1701050961000,17105961000,0.0092303148,0.0015861818,0.0015006281,0.0017004676,0.0011993603,0.0011483566,0.0015032422,0.0002694485
G17010509609001,171059609001,G1701050960900,17105960900,1,1,1,1,1,1,1,1
G17010509609002,171059609002,G1701050960200,17105960200,0.0000221661,0.0000059471,0.000006307,0.0000047157,0.0000053529,0.0000048093,0.0000059853,0
G17010509609002,171059609002,G1701050960900,17105960900,0.9999778339,0.9999940529,0.999993693,0.9999952843,0.9999946471,0.9999951907,0.9999940147,1
G17010509609003,171059609003,G1701050960900,17105960900,1,1,1,1,1,1,1,1
G17010509610001,171059610001,G1701050960800,17105960800,0.0001839899,0.0069408571,0.0089561251,0.0093144713,0.0107073445,0.0123330327,0.012252364,0
G17010509610001,171059610001,G1701050961000,17105961000,0.9998160101,0.9930591429,0.9910438749,0.9906855287,0.9892926555,0.9876669673,0.987747636,1
G17010509610002,171059610002,G1701050961000,17105961000,1,1,1,1,1,1,1,1
G17010709529001,171079529001,G1701070952900,17107952900,1,1,1,1,1,1,1,1
G17010709529002,171079529002,G1701070952900,17107952900,1,1,1,1,1,1,1,1
G17010709529003,171079529003,G1701070952900,17107952900,1,1,1,1,1,1,1,1
G17010709529004,171079529004,G1701070952900,17107952900,1,1,1,1,1,1,1,1
G17010709530001,171079530001,G1701070953000,17107953000,1,1,1,1,1,1,1,1
G17010709530002,171079530002,G1701070953000,17107953000,1,1,1,1,1,1,1,1
G17010709530003,171079530003,G1701070953000,17107953000,1,1,1,1,1,1,1,1
G17010709531001,171079531001,G1701070953100,17107953100,1,1,1,1,1,1,1,1
G17010709531002,171079531002,G1701070953100,17107953100,1,1,1,1,1,1,1,1
G17010709531003,171079531003,G1701070953100,17107953100,1,1,1,1,1,1,1,1
G17010709531004,171079531004,G1701070953000,17107953000,0.0105379337,0,0,0,0,0,0,0
G17010709531004,171079531004,G1701070953100,17107953100,0.9894620663,1,1,1,1,1,1,1
G17010709532001,171079532001,G1701070953100,17107953100,0.0052267094,0,0,0,0,0,0,0
G17010709532001,171079532001,G1701070953200,17107953200,0.9947732906,1,1,1,1,1,1,1
G17010709532002,171079532002,G1701070953200,17107953200,1,1,1,1,1,1,1,1
G17010709532003,171079532003,G1701070953200,17107953200,1,1,1,1,1,1,1,1
G17010709532004,171079532004,G1701070953200,17107953200,1,1,1,1,1,1,1,1
G17010709533001,171079533001,G1701070953300,17107953300,1,1,1,1,1,1,1,1
G17010709533002,171079533002,G1701070953300,17107953300,0.9802025803,1,1,1,1,1,1,1
G17010709533002,171079533002,G1701070953400,17107953400,0.0197974197,0,0,0,0,0,0,0
G17010709533003,171079533003,G1701070953300,17107953300,1,1,1,1,1,1,1,1
G17010709533004,171079533004,G1701070953300,17107953300,1,1,1,1,1,1,1,1
G17010709534001,171079534001,G1701070953400,17107953400,1,1,1,1,1,1,1,1
G17010709534002,171079534002,G1701070953300,17107953300,0.0000617451,0,0,0,0,0,0,0
G17010709534002,171079534002,G1701070953400,17107953400,0.9999382549,1,1,1,1,1,1,1
G17010709534003,171079534003,G1701070953400,17107953400,1,1,1,1,1,1,1,1
G17010709535001,171079535001,G1701070953500,17107953500,0.9999255153,1,1,1,1,1,1,1
G17010709535001,171079535001,G1701070953600,17107953600,0.0000744847,0,0,0,0,0,0,0
G17010709535002,171079535002,G1701070953500,17107953500,1,1,1,1,1,1,1,1
G17010709535003,171079535003,G1701070953500,17107953500,1,1,1,1,1,1,1,1
G17010709536001,171079536001,G1701070953600,17107953600,1,1,1,1,1,1,1,1
G17010709536002,171079536002,G1701070953600,17107953600,1,1,1,1,1,1,1,1
G17010709536003,171079536003,G1701070953600,17107953600,1,1,1,1,1,1,1,1
G17010709536004,171079536004,G1701070953600,17107953600,1,1,1,1,1,1,1,1
G17010900101001,171090101001,G1701090010100,17109010100,1,1,1,1,1,1,1,1
G17010900101002,171090101002,G1701090010100,17109010100,1,1,1,1,1,1,1,1
G17010900101003,171090101003,G1701090010100,17109010100,1,1,1,1,1,1,1,1
G17010900101004,171090101004,G1701090010100,17109010100,1,1,1,1,1,1,1,1
G17010900101005,171090101005,G1701090010100,17109010100,1,1,1,1,1,1,1,1
G17010900102001,171090102001,G1701090010200,17109010200,1,1,1,1,1,1,1,1
G17010900102002,171090102002,G1701090010200,17109010200,1,1,1,1,1,1,1,1
G17010900102003,171090102003,G1701090010200,17109010200,1,1,1,1,1,1,1,1
G17010900103001,171090103001,G1701090010300,17109010300,1,1,1,1,1,1,1,1
G17010900103002,171090103002,G1701090010300,17109010300,1,1,1,1,1,1,1,1
G17010900103003,171090103003,G1701090010300,17109010300,1,1,1,1,1,1,1,1
G17010900104001,171090104001,G1701090010401,17109010401,0.9976126887,0.9999445852,0.9999430105,0.9999818205,0.9999553984,0.999957236,0.9999664422,0.9999544993
G17010900104001,171090104001,G1701090980000,17109980000,0.0023873113,0.0000554148,0.0000569895,0.0000181795,0.0000446016,0.000042764,0.0000335578,0.0000455007
G17010900104002,171090104002,G1701090010402,17109010402,1,1,1,1,1,1,1,1
G17010900104003,171090104003,G1701090010402,17109010402,0.9838975897,1,1,1,1,1,1,1
G17010900104003,171090104003,G1701090010600,17109010600,0.0161024103,0,0,0,0,0,0,0
G17010900104004,171090104004,G1701090010402,17109010402,1,1,1,1,1,1,1,1
G17010900104005,171090104005,G1701090010402,17109010402,1,1,1,1,1,1,1,1
G17010900105001,171090105001,G1701090010402,17109010402,0.0020236242,0,0,0,0,0,0,0
G17010900105001,171090105001,G1701090980000,17109980000,0.9979763758,1,1,1,1,1,1,1
G17010900105002,171090105002,G1701090980000,17109980000,1,1,1,1,1,1,1,1
G17010900105003,171090105003,G1701090980000,17109980000,1,1,1,1,1,1,1,1
